CID,FST_USE_DT
CID0185792,20160722
CID0246578,20160722
CID0312485,20160721
CID0082057,20160720
CID0330849,20160722
CID0267833,20160720
CID0182931,20160722
CID0220167,20160721
CID0375128,20160723
CID0348641,20160817
CID0302634,20160816
CID0034611,20160818
CID0357278,20160816
CID0007523,20160816
CID0302439,20160816
CID0023732,20160813
CID0082339,20160721
CID0097688,20160723
CID0096586,20160727
CID0190433,20160722
CID0209907,20170106
CID0006853,20170107
CID0235810,20170107
CID0135763,20170123
CID0109718,20170123
CID0151510,20170123
CID0354927,20170125
CID0243977,20170124
CID0033825,20170123
CID0108860,20170123
CID0220453,20170124
CID0123667,20170919
CID0088852,20170915
CID0000944,20170916
CID0289598,20170919
CID0146031,20170916
CID0129942,20170920
CID0341604,20170914
CID0385700,20170830
CID0318392,20170831
CID0211371,20170830
CID0113391,20170831
CID0204994,20170829
CID0065372,20170901
CID0200523,20170902
CID0182009,20170830
CID0207683,20170831
CID0331751,20170831
CID0156042,20170902
CID0336534,20170919
CID0286640,20170105
CID0073068,20170106
CID0340981,20170106
CID0039311,20170107
CID0323193,20170124
CID0198686,20170125
CID0314768,20170126
CID0359412,20170920
CID0279503,20170916
CID0304106,20170916
CID0127479,20170920
CID0277876,20170920
CID0292841,20170915
CID0295427,20170915
CID0096931,20170914
CID0215388,20170915
CID0127911,20170914
CID0159049,20170915
CID0099629,20170914
CID0128581,20170912
CID0014787,20170106
CID0123935,20170111
CID0204128,20170106
CID0309195,20170106
CID0134578,20170110
CID0100829,20170105
CID0128860,20170914
CID0201963,20170914
CID0285589,20170914
CID0326871,20170915
CID0032334,20170914
CID0079739,20170914
CID0065026,20170915
CID0158326,20170915
CID0219134,20170915
CID0032018,20170914
CID0359905,20170916
CID0207750,20170915
CID0380991,20170915
CID0165724,20170916
CID0017937,20170915
CID0374478,20170915
CID0063003,20170915
CID0101047,20170916
CID0101848,20170104
CID0073454,20170105
CID0288168,20170123
CID0312837,20170123
CID0057868,20170124
CID0384887,20170124
CID0085248,20170121
CID0268028,20170124
CID0275854,20170126
CID0287246,20170124
CID0085045,20170125
CID0259338,20170123
CID0252751,20170106
CID0250274,20170105
CID0212797,20170109
CID0249410,20170106
CID0005022,20170104
CID0382328,20161208
CID0336576,20161208
CID0002551,20161209
CID0217535,20161203
CID0022678,20161202
CID0246108,20161203
CID0053224,20161203
CID0308180,20170915
CID0248224,20170916
CID0185681,20170916
CID0211303,20170915
CID0380168,20170830
CID0329012,20170831
CID0304674,20170830
CID0180878,20170831
CID0351921,20170831
CID0334775,20170831
CID0144322,20170831
CID0019943,20170831
CID0063324,20161209
CID0143389,20161209
CID0243924,20161209
CID0344825,20161209
CID0231105,20161213
CID0173262,20161214
CID0031681,20161209
CID0362877,20161213
CID0006373,20161210
CID0067854,20161209
CID0238641,20161208
CID0228024,20161208
CID0251294,20170831
CID0330210,20170830
CID0237673,20170831
CID0244108,20170901
CID0258446,20170921
CID0098448,20170914
CID0280437,20170915
CID0362233,20170725
CID0089377,20170722
CID0098085,20170725
CID0007973,20170711
CID0228384,20170711
CID0329991,20170711
CID0322386,20170711
CID0335358,20170708
CID0097356,20170705
CID0121679,20170705
CID0240215,20170704
CID0135528,20170705
CID0072026,20170704
CID0223298,20170707
CID0031914,20170705
CID0137824,20170705
CID0369660,20170711
CID0276088,20170713
CID0149818,20170712
CID0183166,20170713
CID0171807,20170714
CID0188940,20170719
CID0072817,20170713
CID0351486,20170715
CID0079716,20170713
CID0262528,20170713
CID0019688,20170713
CID0142225,20170714
CID0037785,20170715
CID0135901,20170713
CID0038541,20160824
CID0012605,20160823
CID0008594,20160824
CID0201139,20160823
CID0103211,20160824
CID0204936,20160824
CID0214254,20160824
CID0180126,20160824
CID0193024,20160824
CID0076949,20160825
CID0154277,20160830
CID0087625,20160825
CID0133514,20160824
CID0226034,20160824
CID0044818,20160824
CID0384219,20160826
CID0101332,20160825
CID0247590,20160825
CID0173915,20160824
CID0369952,20160825
CID0068988,20160825
CID0162015,20160825
CID0305173,20160825
CID0247382,20160826
CID0385247,20160824
CID0320989,20160825
CID0112142,20160826
CID0178001,20160824
CID0127316,20160825
CID0307621,20160827
CID0179924,20160825
CID0251221,20160826
CID0284902,20160825
CID0335551,20160827
CID0107901,20160825
CID0026042,20160825
CID0187008,20160825
CID0122383,20160825
CID0309145,20160825
CID0150931,20160825
CID0198549,20160825
CID0331224,20160826
CID0268732,20160825
CID0080161,20160825
CID0003968,20160825
CID0227941,20160825
CID0302306,20160825
CID0137845,20160825
CID0196885,20160825
CID0359788,20160825
CID0072612,20160825
CID0251462,20160825
CID0260175,20160826
CID0241748,20160825
CID0162072,20160825
CID0008440,20160825
CID0009729,20160826
CID0269422,20160825
CID0387688,20160827
CID0066182,20160825
CID0086226,20151217
CID0182554,20151224
CID0377122,20151222
CID0004630,20151219
CID0031920,20151218
CID0192140,20151222
CID0023376,20151219
CID0063288,20151222
CID0349996,20151219
CID0047073,20151219
CID0314911,20151216
CID0221049,20151216
CID0165859,20151222
CID0359553,20151219
CID0082995,20151217
CID0262529,20151217
CID0160601,20151219
CID0221250,20151219
CID0138087,20151219
CID0169103,20151219
CID0108763,20151219
CID0148462,20151218
CID0021215,20151216
CID0119880,20151222
CID0363713,20151219
CID0031906,20151219
CID0042046,20151222
CID0189614,20151222
CID0286753,20151222
CID0371835,20151222
CID0262554,20151219
CID0309625,20151219
CID0112091,20151219
CID0361741,20151222
CID0215677,20151222
CID0228147,20151222
CID0170099,20151222
CID0232634,20151217
CID0333786,20151217
CID0294714,20151217
CID0140817,20151210
CID0006040,20151213
CID0162814,20151213
CID0163187,20151209
CID0101051,20151205
CID0349039,20151205
CID0090102,20151203
CID0137388,20151205
CID0283546,20151204
CID0192043,20151205
CID0321155,20151205
CID0204352,20151205
CID0178029,20151208
CID0067974,20151208
CID0039202,20151208
CID0312925,20151212
CID0163279,20151211
CID0262786,20151212
CID0081742,20151210
CID0229601,20151212
CID0118247,20151215
CID0350895,20151216
CID0072889,20151215
CID0145344,20151215
CID0015170,20151215
CID0143502,20150930
CID0092465,20150929
CID0366463,20151007
CID0062650,20151013
CID0121757,20151014
CID0231390,20151006
CID0089106,20151008
CID0319446,20151014
CID0094556,20151013
CID0039120,20151016
CID0212536,20151014
CID0337514,20151014
CID0141165,20151015
CID0055961,20151013
CID0356434,20160423
CID0281840,20160426
CID0031475,20160423
CID0304154,20160423
CID0321441,20160427
CID0365790,20160423
CID0102304,20160425
CID0307155,20160422
CID0316263,20160427
CID0101933,20160426
CID0305787,20160426
CID0214338,20160423
CID0368804,20160426
CID0026635,20160428
CID0081379,20160421
CID0231428,20160423
CID0185463,20160426
CID0350660,20160426
CID0381869,20160426
CID0047939,20160427
CID0044237,20160427
CID0103891,20160425
CID0117830,20160426
CID0252355,20160423
CID0348845,20160427
CID0017904,20160426
CID0227206,20160426
CID0297654,20160423
CID0133465,20160423
CID0348598,20160423
CID0075440,20160423
CID0262880,20160429
CID0052618,20160426
CID0316924,20160425
CID0274151,20160426
CID0311815,20160426
CID0303200,20160423
CID0252168,20160423
CID0081813,20160423
CID0191457,20160423
CID0095232,20160426
CID0342050,20160423
CID0323246,20160423
CID0358843,20160427
CID0105289,20151208
CID0245855,20151212
CID0298449,20151210
CID0224595,20151215
CID0103319,20151210
CID0154513,20151210
CID0011096,20151210
CID0182423,20151208
CID0305004,20170701
CID0287887,20170628
CID0244708,20170628
CID0187887,20170628
CID0090339,20170628
CID0372828,20170624
CID0325479,20170629
CID0263885,20170627
CID0118612,20170629
CID0344971,20170628
CID0047685,20170629
CID0228709,20170628
CID0378390,20170627
CID0217934,20160609
CID0368836,20160607
CID0034839,20160607
CID0082322,20160607
CID0066957,20160607
CID0038074,20160608
CID0037271,20160607
CID0207339,20160608
CID0277820,20160607
CID0042584,20160607
CID0123185,20160607
CID0323065,20160607
CID0281382,20160607
CID0132790,20170620
CID0265158,20170620
CID0165691,20170617
CID0278894,20170623
CID0092276,20170617
CID0294629,20170617
CID0285542,20170621
CID0381700,20170620
CID0074123,20170621
CID0030651,20170617
CID0109357,20170617
CID0359620,20170617
CID0122275,20170617
CID0363245,20170616
CID0328599,20160723
CID0367657,20160720
CID0114121,20160721
CID0223509,20160720
CID0342338,20160721
CID0073832,20160722
CID0070657,20160721
CID0144520,20160722
CID0075573,20160721
CID0024061,20160720
CID0336868,20160720
CID0278483,20160720
CID0123074,20160720
CID0216493,20160722
CID0345886,20160721
CID0198043,20160722
CID0098055,20160722
CID0116057,20160726
CID0129275,20160722
CID0171982,20160720
CID0268941,20160722
CID0096578,20160720
CID0324496,20160816
CID0206296,20160816
CID0279516,20160816
CID0118615,20160817
CID0277922,20160817
CID0073710,20160817
CID0279644,20160721
CID0331970,20161021
CID0136443,20161021
CID0330858,20161021
CID0320087,20161021
CID0004581,20161022
CID0243937,20161021
CID0290754,20160531
CID0173099,20160527
CID0085113,20160531
CID0128968,20160528
CID0288447,20160527
CID0316791,20160531
CID0223637,20160528
CID0339795,20160526
CID0032305,20160527
CID0124296,20160528
CID0126604,20160527
CID0006835,20160528
CID0082761,20160705
CID0170355,20160702
CID0313156,20160706
CID0048824,20160714
CID0277997,20160706
CID0208276,20170111
CID0012214,20170111
CID0253904,20170111
CID0268821,20170111
CID0162365,20170112
CID0077485,20170111
CID0005419,20170111
CID0139637,20170112
CID0278424,20160531
CID0217269,20160528
CID0232862,20160531
CID0105636,20160528
CID0177342,20160528
CID0272724,20160601
CID0357690,20160528
CID0227826,20160528
CID0253607,20160531
CID0096644,20160531
CID0300950,20160601
CID0325662,20160531
CID0341305,20160528
CID0033414,20160706
CID0020993,20160707
CID0212550,20160706
CID0078103,20160702
CID0350998,20160730
CID0071883,20160706
CID0118919,20160705
CID0041705,20170112
CID0094025,20170113
CID0377783,20170113
CID0018827,20160528
CID0246337,20160528
CID0344290,20160528
CID0289658,20160531
CID0308175,20160526
CID0303864,20160528
CID0173838,20160528
CID0249576,20160528
CID0202826,20160603
CID0120297,20160528
CID0176185,20160531
CID0102182,20160531
CID0339176,20160528
CID0214910,20160601
CID0147011,20160531
CID0101641,20160527
CID0186467,20160526
CID0355349,20160528
CID0049904,20160528
CID0111969,20160531
CID0229148,20160531
CID0314369,20160528
CID0028924,20160528
CID0010474,20160528
CID0018088,20160527
CID0228582,20160531
CID0228368,20160705
CID0226443,20160705
CID0101110,20160607
CID0235007,20160702
CID0312033,20160702
CID0220418,20170112
CID0019879,20170110
CID0329923,20170110
CID0355220,20170107
CID0316027,20170110
CID0237794,20170110
CID0240445,20170107
CID0052297,20170107
CID0117339,20170107
CID0213629,20170107
CID0386219,20170107
CID0149769,20160528
CID0154959,20160528
CID0230309,20160528
CID0329738,20160531
CID0107083,20160531
CID0079702,20170921
CID0129813,20170915
CID0026865,20170915
CID0119559,20170916
CID0250142,20170914
CID0343453,20170922
CID0172847,20170913
CID0213474,20170913
CID0236970,20170914
CID0306416,20170915
CID0011264,20170913
CID0067215,20161208
CID0227935,20161208
CID0197813,20161207
CID0068800,20161208
CID0339779,20161208
CID0192631,20161208
CID0299829,20161206
CID0084719,20161203
CID0227704,20161206
CID0339488,20161203
CID0222159,20161203
CID0267617,20161202
CID0366284,20161206
CID0310603,20161203
CID0052659,20161202
CID0053698,20170914
CID0215611,20170916
CID0107214,20170913
CID0105521,20170915
CID0323704,20170915
CID0015401,20170912
CID0088434,20170914
CID0051299,20170915
CID0201216,20170914
CID0380461,20170915
CID0029257,20170915
CID0187427,20170915
CID0176040,20170915
CID0164979,20170914
CID0195673,20170913
CID0244436,20170914
CID0210282,20170915
CID0033129,20170915
CID0297113,20170915
CID0020412,20170916
CID0151139,20170916
CID0321728,20170915
CID0209715,20170922
CID0309038,20170105
CID0152592,20170105
CID0247249,20170105
CID0220468,20161206
CID0050399,20161206
CID0145430,20161209
CID0386291,20161203
CID0306548,20161202
CID0228060,20170916
CID0042693,20170916
CID0165014,20170915
CID0342057,20170920
CID0101445,20170916
CID0108471,20170914
CID0228999,20170915
CID0157929,20170916
CID0096944,20170916
CID0142340,20170914
CID0208825,20170916
CID0216238,20170831
CID0016562,20170831
CID0119907,20170831
CID0223719,20170831
CID0064914,20170831
CID0312004,20170831
CID0012005,20170902
CID0089813,20170904
CID0131316,20170830
CID0376518,20170831
CID0097110,20170830
CID0298112,20170831
CID0017210,20170123
CID0005119,20170118
CID0013792,20170123
CID0007017,20170831
CID0062665,20170831
CID0035799,20170831
CID0104879,20170831
CID0272381,20170831
CID0275541,20170831
CID0137497,20170831
CID0082063,20170831
CID0318562,20170919
CID0135791,20170914
CID0265706,20170916
CID0187834,20170916
CID0282881,20170915
CID0230575,20170915
CID0380875,20170915
CID0121721,20170915
CID0117518,20170922
CID0112879,20170914
CID0034637,20170914
CID0057408,20161203
CID0087325,20161202
CID0276998,20161203
CID0338997,20161206
CID0072920,20161203
CID0124814,20161208
CID0121607,20161214
CID0356689,20161210
CID0245182,20161210
CID0374625,20161210
CID0051236,20161209
CID0005684,20161209
CID0166310,20161210
CID0282655,20161210
CID0203475,20170121
CID0262159,20170124
CID0107041,20170123
CID0042589,20170123
CID0216696,20170120
CID0352007,20161210
CID0218418,20161210
CID0343538,20161206
CID0078203,20161206
CID0249045,20161203
CID0094523,20161203
CID0331713,20161203
CID0098632,20161206
CID0292312,20151218
CID0024950,20151217
CID0144283,20151222
CID0274358,20151219
CID0227798,20151219
CID0189141,20151222
CID0313257,20151219
CID0099782,20151219
CID0214665,20151222
CID0143822,20151216
CID0224969,20151217
CID0228154,20151217
CID0325388,20151222
CID0374671,20151222
CID0373024,20151218
CID0169832,20151218
CID0233769,20151219
CID0336422,20151217
CID0301334,20151216
CID0165651,20151222
CID0360918,20151219
CID0067087,20151222
CID0355035,20151219
CID0216940,20151219
CID0374602,20151222
CID0103455,20151219
CID0128939,20151219
CID0100389,20151222
CID0177676,20151224
CID0226979,20151218
CID0288634,20151219
CID0047292,20151222
CID0017888,20151222
CID0375147,20151219
CID0313978,20151218
CID0015525,20151222
CID0239761,20151223
CID0379932,20151222
CID0274634,20151219
CID0043071,20151222
CID0011350,20151222
CID0091621,20151222
CID0302364,20151222
CID0107002,20151224
CID0211035,20151222
CID0221082,20151222
CID0088782,20151222
CID0094810,20151222
CID0248365,20151222
CID0104993,20151219
CID0052723,20151219
CID0199441,20151222
CID0138456,20151222
CID0327656,20151222
CID0215169,20151222
CID0314920,20151222
CID0306636,20151219
CID0105089,20151222
CID0045598,20151222
CID0324632,20151222
CID0233463,20151222
CID0312631,20151223
CID0192703,20151222
CID0108035,20151222
CID0116230,20151222
CID0133300,20151219
CID0041893,20151219
CID0243706,20151217
CID0385342,20151222
CID0066019,20151224
CID0019486,20151222
CID0009117,20151222
CID0214796,20151222
CID0242702,20151223
CID0315874,20151223
CID0338655,20151223
CID0100409,20151222
